id,population,centroid.size_femur,centroid.size_tibia,centroid.size_pretarsus,centroid.size_claw
KLS2_M131,KLS2,7.306930842,7.697516483,4.810646486,3.275798942
KLS2_M132,KLS2,7.579957663,7.882762605,4.599196651,3.174901687
KLS2_M138.1,KLS2,8.20732966,8.22568821,4.830270803,3.288485471
KLS2_M138.2,KLS2,7.908352465,8.711160381,5.016717636,3.485838009
KLS2_M141,KLS2,8.065621969,8.442795435,4.874548507,3.58190175
KLS2_M144,KLS2,7.732544462,8.302175725,4.828739918,NA
KLS2_M146,KLS2,8.709936857,8.924547778,5.212563033,3.602372504
KLS2_M149,KLS2,7.826871119,8.184009264,4.782358212,3.150326226
KLS2_M150,KLS2,7.477719447,7.615242125,4.295057226,3.000399988
KLS2_M151,KLS2,7.91092675,8.120967745,4.800147671,3.256889454
KLS2_M155,KLS2,8.001338328,8.420439192,4.913017159,3.372432504
KLS2_M157,KLS2,8.138608511,8.746571844,5.019048972,3.364177384
KLS2_M158,KLS2,8.66980977,8.973862412,5.084165183,3.52150998
KLS2_M160,KLS2,7.873568915,8.274528901,4.743387073,3.437444486
KLS2_M164,KLS2,8.321014725,8.579600674,4.901593343,3.276117201
KLS2_M166,KLS2,8.071566221,8.215926758,4.818809904,3.121756534
KLS2_M169.1,KLS2,8.497694442,8.980458092,NA,NA
KLS2_M169.2,KLS2,8.452893999,8.597178848,5.040627734,3.416363912
KLS2_M169.3,KLS2,7.863349308,8.021821942,4.556351699,3.127635083
KLS2_M170,KLS2,8.09813007,NA,4.913466382,3.381186413
KLS2_M174,KLS2,8.279245767,8.53371821,4.991581128,3.481073547
KLS2_M175,KLS2,8.294520655,8.685860745,4.945815429,3.357857556
KLS2_M177,KLS2,8.372181156,9.024603933,5.092562993,3.652253409
KLS2_M180,KLS2,7.753463394,8.072453631,4.635522722,3.022162439
KLS2_M182,KLS2,8.214440826,8.843502801,NA,NA
KLS2_M193,KLS2,8.220201187,8.624549245,4.850029148,3.562488614
KLS2_M200,KLS2,8.076786744,8.359627234,4.543731879,3.172329434
KLS2_M205,KLS2,8.413862931,9.116801445,5.084927975,3.665529893
KLS2_M206,KLS2,8.250164949,9.045394179,5.174995469,3.402170678
KLS2_M209,KLS2,8.419797621,8.469688114,4.903514785,3.298871783
KLS2_M210,KLS2,8.185950423,8.708649401,5.141385429,3.769069966
KLS2_M217,KLS2,7.46883137,8.188584224,4.729785414,NA
KLS2_M222,KLS2,8.317102816,8.589614633,4.945776472,3.430303264
KLS2_M225,KLS2,8.189726811,8.578509655,4.825271915,3.335913965
KLS2_M230,KLS2,7.499432892,7.940866959,4.582643677,2.881983479
KLS2_M236,KLS2,8.167105978,8.701446968,5.022247798,3.42845213
KLS2_M243,KLS2,7.628804284,8.205425019,4.784989215,3.134316587
KLS2_M244,KLS2,7.297351957,7.769172509,4.476838435,2.974497627
KLS2_M246,KLS2,7.843224668,8.139082755,4.916324272,3.214771649
KLS2_M266,KLS2,7.98436786,8.594402811,4.915627264,3.552045571
KLS2_M269,KLS2,7.823388488,8.396140543,4.779281405,3.025781226
KLS2_M270.1,KLS2,8.435162218,9.175305894,NA,3.640820983
KLS2_M305,KLS2,7.867521954,8.712799201,4.867104837,3.287638181
KLS2_M306,KLS2,8.26970828,8.45086549,5.11005223,3.551119475
KLS2_M315,KLS2,8.112107005,8.465097787,4.85133597,3.191879689
KLS2_M316,KLS2,8.515287491,8.694166802,4.911640489,3.336353713
KLS2_M318,KLS2,9.013296582,9.561022062,5.39508313,NA
KLS2_M329,KLS2,8.238158274,8.765689024,4.909041469,3.336645959
KLS2_M330,KLS2,7.991079849,8.092048355,4.671769849,3.152843734
KLS2_M331,KLS2,8.406845224,8.417388592,4.779890391,3.325330518
KLS2_M332_l,KLS2,7.455041131,7.607230026,4.198468887,2.750184643
KLS2_M332_w,KLS2,8.07350096,8.067132729,4.774227727,3.315098106
KLS2_M333,KLS2,7.53504425,8.003345681,4.420898063,3.113629939
KLS2_M334,KLS2,8.7474112,9.098868602,5.119599406,3.439677263
KLS2_M335,KLS2,7.999581927,8.28037645,4.808383163,3.337430976
KLS2_M338_l,KLS2,8.000917747,8.434438735,4.786740354,3.152022171
KLS2_M338_w,KLS2,8.557889279,8.865803009,5.175186099,3.506408723
KLS2_M339,KLS2,8.020999118,8.679149178,5.087328173,3.294691604
KLS2_M340,KLS2,8.365276227,8.730381622,5.07393478,3.289179569
KLS2_M341,KLS2,7.66893726,8.113426771,4.46831457,3.243738573
KLS2_M342_1l,KLS2,8.435079878,8.329246968,4.879151644,3.464677676
KLS2_M342_2l,KLS2,8.509131949,9.078925408,5.053808984,3.533456458
KLS2_M342_w,KLS2,8.601261123,8.97591833,5.13802096,3.374696632
KLS2_M343_l,KLS2,8.077679169,8.482318788,4.595398411,3.397539997
KLS2_M343_w,KLS2,8.274307672,8.591358694,5.006818616,3.334875321
KLS2_M344,KLS2,8.101112892,8.422044232,4.695732323,3.355694181
KLS2_M345,KLS2,7.224905417,7.421616903,4.240115071,2.952670846
KLS2_M346,KLS2,8.205750006,8.450873891,4.788771375,3.333963898
KLS2_M347,KLS2,8.192833592,8.516472242,4.880220746,3.512867173
KLS2_M348,KLS2,8.397815613,8.808792918,4.871388671,3.214115387
KLS2_M350,KLS2,8.175957233,8.938396162,5.14761476,3.332881694
KLS2_M351,KLS2,7.790843424,8.221734136,4.752458226,3.310551586
KLS2_M351_l,KLS2,7.926932338,8.355835644,4.682793719,3.461504714
KLS2_M352_l,KLS2,7.850439996,8.363653325,4.882047168,3.199780907
KLS2_M352_w,KLS2,8.044713307,8.5660978,5.068028726,3.508112582
KLS2_M353,KLS2,8.274267008,8.693597141,NA,3.183050656
KLS2_M354,KLS2,7.909304046,8.268192859,4.425174958,3.389438472
KLS2_M355,KLS2,8.209267748,8.712596629,4.898535606,3.260329137
KLS2_M356,KLS2,7.690402934,8.40608102,4.464176621,3.111887155
KLS2_M356.2,KLS2,8.345917387,8.861714409,5.10058432,3.377302587
KLS2_M357,KLS2,7.905010728,8.597352587,4.935329053,3.493073372
KLS2_M359,KLS2,8.272751069,8.691279542,4.810282744,3.325875387
KLS2_M360,KLS2,8.136932387,8.386382544,4.824729546,3.349947225
NNP1_A410.2,NNP1,NA,NA,NA,3.5617219
NNP1_A890,NNP1,8.678619412,8.839214984,5.25717976,3.593484274
NNP1_A925,NNP1,9.481354932,9.384615075,5.649394451,3.904979166
NNP1_A927,NNP1,8.268509397,8.184741695,4.904897335,3.381123389
NNP1_A928,NNP1,8.289373638,8.606133261,4.764650522,3.311140843
NNP1_A944,NNP1,9.106883452,9.402231593,5.462766509,3.77494498
NNP1_A955,NNP1,9.421475652,9.689040425,5.853654238,4.222483464
NNP1_A973,NNP1,9.335907353,9.430542776,5.685257037,3.755746002
NNP1_A983_l,NNP1,9.002808347,NA,NA,NA
NNP1_A983_l,NNP1,NA,9.611818022,5.390664101,3.867102772
NNP1_A984,NNP1,8.659329125,8.742398296,5.008173525,3.553759713
NNP1_A985,NNP1,8.961859541,9.151879742,5.331325363,3.867771011
NNP1_A986,NNP1,8.946318738,9.357271167,5.480878623,3.431342495
NNP1_A987,NNP1,9.117008693,8.898451865,5.701516025,3.688967965
NNP1_M402,NNP1,8.671484376,NA,NA,NA
NNP1_M402,NNP1,NA,9.33202087,5.393948919,3.615797461
NNP1_M410.1,NNP1,8.367609262,NA,NA,NA
NNP1_M410.1,NNP1,NA,8.97673233,5.321953841,3.735756855
NNP1_M414.1,NNP1,8.806249084,NA,NA,NA
NNP1_M414.1,NNP1,NA,9.609510138,5.471470219,3.861605862
NNP1_M422,NNP1,NA,9.456665527,5.286940344,3.784904346
NNP1_M423,NNP1,NA,8.935174159,5.025535088,3.790888373
NNP1_M426,NNP1,8.231466405,NA,NA,NA
NNP1_M426,NNP1,NA,8.198566117,5.076764914,3.40072487
NNP1_M427,NNP1,NA,8.980979697,4.955150509,3.594998627
NNP1_M542,NNP1,8.810876325,NA,NA,NA
NNP1_M542,NNP1,NA,9.409494858,5.227456673,3.726252673
NNP1_M547,NNP1,9.29534898,NA,NA,NA
NNP1_M547,NNP1,NA,9.585831665,5.570881956,4.016144041
NNP1_M345,NNP1,8.277474076,8.142350841,5.070357321,3.225106295
NNP1_M401,NNP1,7.968709439,8.12105902,4.739601261,3.220398462
NNP1_M403,NNP1,7.878980183,8.234305035,4.788584433,3.090440785
NNP1_M405,NNP1,8.626925697,8.840663309,5.071812994,3.608637612
NNP1_M406,NNP1,8.831261913,9.224856794,5.476825039,3.63889869
NNP1_M409,NNP1,8.972300564,9.003863521,5.17309152,3.667444855
NNP1_M410.2,NNP1,8.301868968,8.853224366,4.719918578,NA
NNP1_M411,NNP1,8.665271218,8.824560667,5.063261682,3.445155379
NNP1_M412,NNP1,8.237926279,8.438472069,4.904000916,3.433600358
NNP1_M413,NNP1,8.417537987,8.952538284,5.272366241,3.524844695
NNP1_M414.2,NNP1,8.593269443,9.017608586,5.182054115,4.062099148
NNP1_M418,NNP1,8.74704427,9.168546948,5.507841664,3.704342951
NNP1_M419,NNP1,8.068282472,8.975852987,4.94686716,3.503588556
NNP1_M420,NNP1,8.476780433,9.060687213,4.969997953,3.498779558
NNP1_M424,NNP1,8.893685499,8.939193333,5.297746028,3.419384556
NNP1_M430,NNP1,7.95755193,8.606854009,5.103886627,3.330831963
NNP1_M431,NNP1,8.308454874,8.931981494,4.992954561,3.454669131
NNP1_M433,NNP1,8.95583685,9.220220376,5.243715938,3.43683355
NNP1_M434,NNP1,9.159814942,9.468198311,5.362596304,3.747161605
NNP1_M438,NNP1,8.490544925,8.512928828,4.998925385,3.379799217
NNP1_M439,NNP1,8.865412384,8.816185581,5.341959601,3.879640464
NNP1_M440,NNP1,8.926311125,8.719686791,5.211651399,3.493655698
NNP1_M442,NNP1,8.557771371,9.139009284,5.078886404,3.73141204
NNP1_M443,NNP1,8.722435429,9.233475053,5.442498289,3.251663299
NNP1_M445,NNP1,8.554374162,8.998351829,5.099758094,3.473107995
NNP1_M448,NNP1,8.288303575,8.697290554,5.06757432,3.431904816
NNP1_M449,NNP1,9.003258211,8.889295934,5.186760446,3.610251862
NNP1_M450,NNP1,8.029725986,8.403792904,4.845911434,3.128450346
NNP1_M460,NNP1,7.985660418,8.791958776,4.880589712,3.421165819
NNP1_M464,NNP1,8.36715707,8.602058362,5.006149983,3.499201705
NNP1_M465,NNP1,8.278283153,8.74642304,4.82166756,3.265452681
NNP1_M467,NNP1,7.714314929,7.436752542,4.619130447,3.17894771
NNP1_M468,NNP1,8.163837828,8.544648384,4.907033859,3.332819175
NNP1_M474,NNP1,8.545631881,8.976152401,5.372405412,3.41682662
NNP1_M475,NNP1,8.744944472,9.045328698,5.270722127,3.654989801
NNP1_M476,NNP1,8.499854549,8.944692171,5.10038374,3.454572961
NNP1_M478,NNP1,8.083500327,8.867243148,5.069779167,3.494098342
NNP1_M487_l,NNP1,8.120605533,8.377580613,4.811452747,3.432810244
NNP1_M487_w,NNP1,8.941024742,9.485152813,5.371325128,3.66756669
NNP1_M489,NNP1,8.706553639,8.92539465,5.248534835,3.593884975
NNP1_M491,NNP1,8.256234508,8.716720867,5.053030142,3.600943321
NNP1_M494,NNP1,8.505188878,8.993907549,5.105957904,3.389908611
NNP1_M497,NNP1,8.801552573,9.367265647,5.231575497,3.873298764
NNP1_M498,NNP1,8.93547796,9.520796925,5.265734919,3.697359999
NNP1_M499,NNP1,8.050067242,8.430353534,5.196717165,3.599712526
NNP1_M501,NNP1,9.341936284,9.698644017,5.877320089,3.922089271
NNP1_M503,NNP1,8.443557185,8.934415931,5.15843655,3.652226331
NNP1_M504,NNP1,8.745436268,9.083782323,5.444227036,3.676837219
NNP1_M505,NNP1,8.838296085,9.304001813,5.187363895,3.401524026
NNP1_M511,NNP1,8.256769104,8.404729757,4.579414938,3.32585926
NNP1_M511,NNP1,8.256769104,8.404729757,4.579414938,3.32585926
NNP1_M511,NNP1,8.256769104,8.404729757,4.809957452,3.32585926
NNP1_M511,NNP1,8.256769104,8.404729757,4.809957452,3.32585926
NNP1_M512,NNP1,8.630281648,9.206655254,5.087129144,3.366937604
NNP1_M515,NNP1,9.52835955,9.778185397,6.260995691,4.289210949
NNP1_M517,NNP1,8.381898604,8.903155854,5.444327963,3.798053316
NNP1_M518,NNP1,8.42882877,8.837881191,5.108972664,3.501670488
NNP1_519,NNP1,8.390978592,9.01248961,5.172800459,3.514925579
NNP1_522,NNP1,8.748246859,8.943823527,4.96034772,3.343239036
NNP1_523,NNP1,8.48889779,8.500334786,4.645890634,3.275036383
NNP1_524,NNP1,7.981110118,8.345428403,4.909347748,3.436233398
NNP1_527,NNP1,8.77956432,9.060273943,5.334492406,3.829811595
NNP1_529,NNP1,8.991563547,9.347146305,5.41469519,3.58396831
NNP1_532,NNP1,9.374328297,9.174262248,5.551923688,3.671271678
NNP1_533,NNP1,9.189796616,9.728813925,5.802122403,3.920683727
NNP1_534,NNP1,9.426270163,9.181761533,5.441594354,3.836119067
NNP1_535,NNP1,8.882107181,9.124711597,5.228757228,3.591014664
NNP1_536,NNP1,9.148875004,9.218918463,5.518351479,3.720344958
NNP1_537,NNP1,9.039453805,9.382237534,5.354529627,3.741632914
NNP1_538,NNP1,8.878879093,9.358705243,5.409518162,3.906627233
NNP1_539,NNP1,8.341389075,8.372063306,5.002923793,3.495973435
NNP1_540,NNP1,9.017347092,9.278852148,5.451903243,3.65404291
NNP1_541,NNP1,9.12210566,9.290876617,5.382772305,3.765851513
NNP2_A1000,NNP2,8.456486342,8.493136971,4.820661193,3.517454301
NNP2_A1001,NNP2,9.314175407,9.759358347,5.492509781,3.705908955
NNP2_A1002,NNP2,9.447894276,9.608199931,5.497505855,3.915518519
NNP2_A1003,NNP2,9.467477473,9.785950594,5.666320497,3.853518298
NNP2_A1004,NNP2,9.387761909,9.339512344,5.404172764,3.904224366
NNP2_A1005,NNP2,8.231179779,8.560495235,4.871403457,3.392765725
NNP2_A1007,NNP2,9.090086983,9.041583491,5.531955125,3.679963973
NNP2_A100x,NNP2,8.698348531,8.855603024,4.977657475,NA
NNP2_A1010,NNP2,8.773915993,9.325361441,5.336035835,3.674266017
NNP2_A1013_w,NNP2,9.032681503,9.470214468,5.426502612,3.748977336
NNP2_A1014,NNP2,10.19543875,10.39047984,5.983666994,4.019979192
NNP2_A1017,NNP2,NA,8.980617713,5.279749117,3.500277795
NNP2_A1018,NNP2,8.725344441,8.907103917,4.84213199,3.462803911
NNP2_A1020,NNP2,8.354139409,8.51140784,4.845533405,3.187314908
NNP2_A1022,NNP2,8.964915603,9.323873662,5.325083026,3.833106406
NNP2_A31,NNP2,8.464214663,8.74364293,5.026465585,3.386147833
NNP2_A407,NNP2,8.725380704,8.772026954,5.096262869,3.439348784
NNP2_A408,NNP2,8.296236893,8.643105286,4.7627603,3.463870254
NNP2_A425,NNP2,9.582231311,9.475471156,5.604753302,3.879800092
NNP2_A428,NNP2,8.256626334,8.570477401,5.16528016,3.453439948
NNP2_A800,NNP2,8.424739155,8.665411397,5.198632353,3.601783008
NNP2_A802,NNP2,8.75402675,9.304969575,5.752924332,NA
NNP2_A808,NNP2,8.777309558,8.874147618,5.491373629,3.643991772
NNP2_A811,NNP2,9.404669567,9.869533924,5.925544112,4.036129231
NNP2_A814,NNP2,8.228007565,8.388084725,4.723579933,3.208964347
NNP2_A816,NNP2,9.269134887,9.30369636,5.407451843,3.63231069
NNP2_A817,NNP2,8.175058403,8.553132901,4.980157204,3.382749053
NNP2_A818,NNP2,9.389307415,9.490314135,5.790414403,3.65063342
NNP2_A820,NNP2,9.044331277,9.703425319,5.738737283,3.793528006
NNP2_A822.1,NNP2,8.625379986,8.857467399,5.341786914,3.630150902
NNP2_A822.2,NNP2,9.020553902,9.355878506,5.500074826,3.704588773
NNP2_A825,NNP2,8.777513581,8.787449676,5.054049586,3.530974602
NNP2_A833,NNP2,8.28319321,8.666240314,5.032777202,3.432560921
NNP2_A835.1,NNP2,9.354960681,9.272039632,5.631175254,3.873124123
NNP2_A835.2,NNP2,9.146546585,9.657946033,5.589258081,3.88220108
NNP2_A837,NNP2,9.381714876,9.394968878,5.35440707,3.70218412
NNP2_A839,NNP2,8.846084073,8.994948655,5.497232205,3.755653603
NNP2_A845,NNP2,9.384881675,9.383179338,5.787854921,4.012636517
NNP2_A847,NNP2,8.540541398,8.998766614,4.947135479,3.476983243
NNP2_A848,NNP2,9.086564272,8.983668836,5.379409561,3.518948096
NNP2_A849,NNP2,9.790326826,9.759725884,5.770866027,3.918114678
NNP2_A850,NNP2,9.28929355,9.400234928,5.589172429,3.915031665
NNP2_A852,NNP2,8.466906281,8.572392533,4.901195675,3.540355723
NNP2_A853,NNP2,9.321929876,9.502776801,5.391705068,3.855517635
NNP2_A857,NNP2,9.337870787,9.635501149,5.811261807,3.9849509
NNP2_A864,NNP2,8.695434969,8.672696658,5.286300621,3.784158828
NNP2_A865,NNP2,9.083985028,9.362311517,5.427702913,3.679687879
NNP2_A866,NNP2,9.307803316,9.643883516,5.422624074,3.832672611
NNP2_A867,NNP2,8.866067493,8.659865553,4.966312112,3.516833894
NNP2_A868,NNP2,9.06266817,9.068806593,5.364432274,3.787655133
NNP2_A869,NNP2,8.920776216,9.246468026,5.390237807,3.711063229
NNP2_A872,NNP2,8.509532853,8.779721353,5.176555096,3.42813642
NNP2_A875,NNP2,8.958704445,9.162727392,5.339480288,3.913312505
NNP2_A879,NNP2,8.931925377,8.812673355,5.362277775,3.763232442
NNP2_A882,NNP2,9.271438721,9.450870892,5.387662873,3.984280391
NNP2_A883,NNP2,8.27533864,8.161009234,4.574332047,3.085731449
NNP2_A886,NNP2,8.564882386,9.01947404,5.211440237,3.448162999
NNP2_A887,NNP2,8.85295466,9.293524953,5.275652544,3.754484626
NNP2_A888,NNP2,8.534384041,8.687810713,5.173006387,3.639712552
NNP2_A894,NNP2,9.166086627,9.369238947,5.414065242,3.785346368
NNP2_A895,NNP2,8.832620966,9.242172952,5.209749441,3.856273773
NNP2_A898,NNP2,7.868782904,7.810122529,4.621129702,3.250334079
NNP2_A900,NNP2,8.10523764,9.038898519,4.972236859,3.630653108
NNP2_A909,NNP2,8.462885221,9.089899526,5.187589278,3.754538685
NNP2_A911,NNP2,9.083501622,8.891443836,5.044219953,3.494554843
NNP2_A912,NNP2,9.083864901,9.433535288,5.491585692,3.870262602
NNP2_A913,NNP2,8.823066155,8.583096018,5.067189526,3.336922106
NNP2_A914,NNP2,8.544474973,8.838036402,5.297497993,3.827002484
NNP2_A915,NNP2,8.503282161,8.759379415,5.090491926,3.400690263
NNP2_A917,NNP2,8.945273104,8.876072958,5.296856923,3.514351059
NNP2_A918,NNP2,9.842345561,9.599105035,5.68771653,3.548910711
NNP2_A926,NNP2,8.214289052,8.626216238,4.685317623,3.127841849
NNP2_A929,NNP2,7.771581983,8.19955729,4.75129833,3.317836937
NNP2_A930,NNP2,8.756478405,9.109117111,5.294550255,3.620849079
NNP2_A932,NNP2,8.405772179,9.09327875,5.286677253,3.614695768
NNP2_A933,NNP2,8.622173391,9.121517715,5.40231392,3.567344771
NNP2_A934,NNP2,8.869719193,9.251000861,5.54079237,3.956573266
NNP2_A936,NNP2,8.449921194,9.141362079,5.284161779,3.4435322
NNP2_A941,NNP2,8.831553078,9.068071836,5.315743517,3.801392605
NNP2_A942,NNP2,8.920777643,9.040569395,5.502616979,4.033740851
NNP2_A943,NNP2,8.853909315,9.098231316,5.030232896,3.427315211
NNP2_A945,NNP2,NA,9.136101649,5.073666271,3.722065852
NNP2_A949,NNP2,9.179657685,9.179798501,5.483462762,3.934014852
NNP2_A952,NNP2,8.652473073,8.836981308,4.808675418,3.440616758
NNP2_A954,NNP2,8.151960036,8.386337775,4.907139333,3.281338745
NNP2_A956,NNP2,10.24824521,10.06773738,6.123027941,3.894366625
NNP2_A957,NNP2,8.601205495,9.154623999,5.143225742,3.695098721
NNP2_A966,NNP2,8.601838379,8.794028086,5.312674199,3.591200337
NNP2_A976,NNP2,8.624868505,9.299230746,5.209160881,NA
NNP2_A979,NNP2,8.939118096,9.181586413,5.262944914,3.729912816
NNP2_A980,NNP2,9.382244937,9.474088528,5.256487918,3.819980011
NNP2_A982_w,NNP2,9.542958776,9.836132471,5.707032898,4.07122435
NNP2_A992,NNP2,8.653013781,8.823507897,5.205329146,3.569164627
NNP2_A993,NNP2,9.128085964,9.601911847,5.4416005,3.850433369
NNP2_A994,NNP2,8.995852039,9.449585566,5.516484617,3.848473903
NNP2_A996,NNP2,8.17753245,9.000538142,5.372507783,3.768121124
NNP2_A997,NNP2,8.764288025,8.717548091,5.159793515,3.78080095
NNPG_GROEN2,NNPG,8.745025308,8.930259408,5.184152228,3.66586021
NNPG_GROEN3,NNPG,8.957883164,8.946721022,5.315774682,3.782525249
NNPG_GROEN4,NNPG,9.091589422,9.218800597,5.494222933,3.607697699
NNPG_GROEN5,NNPG,8.29864845,8.365763774,NA,NA
NNPG_GROEN6,NNPG,8.561293881,9.354400736,5.623759121,3.807455799
NNPG_GROEN7,NNPG,8.944562063,8.762417432,5.203409106,3.540996092
NNPG_J302,NNPG,9.40682322,9.102555861,5.53678445,4.117902031
NNPG_J303,NNPG,9.074743485,9.1073187,5.138578921,3.512700207
NNPG_J304,NNPG,8.647338971,8.662756691,5.000934479,3.467948876
NNPG_J307,NNPG,9.245547938,9.103774047,5.43236741,4.122712892
NNPG_J308,NNPG,7.741115105,7.90356086,4.846759385,3.194760874
NNPG_J310,NNPG,9.391953961,9.306189999,5.729205883,3.986976367
NNPG_J315,NNPG,9.152986971,9.244926147,5.354112221,3.826120652
NNPG_J318,NNPG,8.450082709,8.58831552,5.122583289,3.507377759
NNPG_J320,NNPG,8.671050215,9.040048666,5.369181491,3.777128007
NNPG_J322,NNPG,8.745890313,8.836896117,5.242997297,3.582313671
NNPG_J323,NNPG,7.573279539,7.850570788,4.458989541,3.024346607
NNPG_J324,NNPG,8.468987809,8.195852709,5.019121956,3.500089283
NNPG_J328,NNPG,8.913373934,8.857973812,5.28436434,3.634845329
NNPG_J329,NNPG,8.735346459,8.471159245,5.058245177,3.705064643
NNPG_J330,NNPG,8.23994755,7.964995204,4.935695462,3.400052068
NNPG_J334,NNPG,9.275181641,9.128692296,5.3997426,3.875282618
NNPG_J340,NNPG,9.057301454,9.16724763,5.220812653,3.625279356
NNPG_J343,NNPG,8.231834175,8.287736373,4.826369582,3.214370249
NNPG_J346,NNPG,7.935291671,8.108258869,4.864447226,3.177137766
NNPG_J362,NNPG,8.968277425,9.073455188,5.434370056,3.623653484
NNPG_J364,NNPG,8.717540257,8.474506898,4.882833737,3.355625648
NNPG_J365,NNPG,8.465345163,8.202699486,NA,NA
NNPG_J373,NNPG,8.898451076,8.981697693,5.370859072,3.699219264
NNPG_J376,NNPG,8.443416019,8.332943367,4.66212272,3.597840878
NNPG_J382,NNPG,9.340621221,9.407855832,5.685529618,3.710408014
NNPG_J383,NNPG,9.423963113,9.37695434,5.503922855,3.921069406
NNPG_J387,NNPG,8.072551143,8.314066235,4.817475944,3.251670419
NNPG_J389,NNPG,8.196445572,8.075178925,4.600703886,3.159488538
NNPG_J390,NNPG,8.781969872,8.634707836,5.209254707,3.623414631
NNPG_J391,NNPG,8.88067445,9.164058172,5.490339899,3.939312826
NNPG_J394,NNPG,8.773853939,8.812703567,5.218112212,3.827387925
NNPG_J395,NNPG,8.885306085,9.071490454,5.514396289,NA
NNPG_J399,NNPG,8.013206754,7.794360647,4.518618435,3.298180193
NNPG_J404,NNPG,8.981576026,8.7557467,5.048141313,3.567969914
NNPG_J405,NNPG,9.05502176,8.914706748,5.169130633,3.714412264
NNPG_J407,NNPG,9.0446117,9.012896338,5.412076709,3.689350404
NNPG_J411,NNPG,8.756923682,9.153176971,5.493081984,3.907538394
NNPG_M718,NNPG,8.467665861,8.933907976,5.267238424,3.742631258
NNPG_M720,NNPG,8.384851118,8.753746891,5.199518365,3.729873194
NNPG_M721,NNPG,8.371840737,8.391865975,4.921392504,3.508810632
NNPG_M722,NNPG,8.951500522,9.095390911,5.288925585,3.857727592
NNPG_M724,NNPG,8.259570184,8.893856223,5.092807473,3.633097565
NNPG_M726_l,NNPG,8.776060961,8.757940794,5.343086601,3.532728217
NNPG_M727_w,NNPG,8.761292321,8.713352328,5.147458692,3.93924661
NNPG_M728,NNPG,8.497536829,8.875046472,5.048830981,3.437617015
NNPG_M731_l,NNPG,8.525301272,8.858442127,4.949406193,3.20086146
NNPG_M732_w,NNPG,8.586315364,8.63571651,5.282827338,3.607527422
NNPG_M736,NNPG,8.626654149,8.455140716,4.933122882,3.134739194
NNPG_M737,NNPG,8.314776293,8.273209742,5.003961105,3.541700407
NNPG_M739_l,NNPG,NA,9.104976221,5.262675344,3.620986975
NNPG_M740_w,NNPG,8.578869175,8.560343736,4.869730464,3.406438607
NNPG_M741,NNPG,8.502810441,8.288278156,5.140100552,3.503246793
NNPG_M742,NNPG,8.73243499,8.703205329,5.160924059,3.400415323
NNPG_M743,NNPG,8.234193459,8.381497903,4.860737234,3.358501471
NNPG_M744,NNPG,8.850988019,8.91691768,5.23073952,3.670281468
NNPG_M747,NNPG,8.797670126,8.75314421,5.090212011,3.590015967
NNPG_M748,NNPG,8.922884626,8.809881872,5.494739012,3.646630032
NNPG_M749,NNPG,8.193893365,8.488836335,4.723896385,3.085893381
NNPG_M751,NNPG,8.944023148,8.850721864,5.277455005,3.53045002
NNPG_M755,NNPG,8.792753909,8.96139721,5.437888085,3.998522191
NNPG_M756,NNPG,8.956513262,9.25068494,5.227009434,3.592892876
NNPG_M757,NNPG,8.846235345,8.736436397,5.385159747,3.755919696
NNPG_M758,NNPG,9.117408443,9.2619819,5.282543346,3.668456027
NNPG_M762,NNPG,8.777994012,8.990863292,5.279602216,3.543840279
NNPG_M763,NNPG,9.278824327,9.360322288,5.458969381,3.699665057
NNPG_M764,NNPG,7.901485622,8.234093175,4.789570363,3.208541054
NNPG_M765,NNPG,8.372631155,8.668325034,4.965820011,3.216903369
NNPG_M766,NNPG,8.851423441,9.022737315,5.158464353,3.537800069
NNPG_M767,NNPG,8.93127769,8.943104907,5.165096536,3.648089972
NNPG_M769,NNPG,9.255211041,9.430631964,5.571436413,3.90711553
NNPG_M770,NNPG,7.596994269,7.981573706,4.84884145,3.365296191
NNPG_M771,NNPG,8.759493596,8.917148367,NA,NA
NNPG_M772,NNPG,8.910600617,9.040736704,5.153649485,3.503009203
NNPG_M773,NNPG,8.610173327,8.762539763,5.06136241,3.407191575
NNPG_M777,NNPG,8.641171397,8.72493824,4.946357887,3.497044339
NNPG_M778,NNPG,8.601176065,8.622141706,5.197409885,3.712019276
NNPG_M779,NNPG,8.931958166,9.136647943,5.331873858,3.797801656
NNPG_M781,NNPG,8.708678645,8.818831686,4.988065644,3.284338009
NNPG_M782,NNPG,8.401942122,8.604073604,4.978145719,3.456612499
NNPG_M783,NNPG,9.132297121,8.918693395,5.234639931,3.800818951
NNPG_M784,NNPG,8.160918973,8.069140356,4.668703196,3.173166533
NNPG_M785,NNPG,8.420097149,8.54887328,5.188261203,3.277936176
NNPG_UNLABELLED,NNPG,8.751725551,8.871459903,5.309159833,3.651326098
VDRP_A819,VDRP,8.03308213,8.23695982,4.774603051,3.526427274
VDRP_T154#T754,VDRP,8.387821546,8.891739063,4.970397465,3.449539483
VDRP_T711,VDRP,8.420396849,8.828781856,4.664443722,2.813025077
VDRP_t712,VDRP,8.455168737,9.028912588,5.232548012,3.619198508
VDRP_T713,VDRP,8.125162814,8.631200132,5.119203799,3.319261886
VDRP_T72#,VDRP,8.364693301,8.627601017,4.955285277,3.285726402
VDRP_T723,VDRP,8.261475653,8.67784088,5.055819928,3.479219814
